city,year,weekofyear,ndvi_avg,ndvi_median,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
-1,1996,43,0.03205715,0.02940715,17.37,300.3442857,300.4642857,296.7171429,302.1,298.7,7.1,80.73428571,18.23,2.642857143,29.04285714,7.385714286,33.9,24.4,6.6
-1,1996,44,0.0870875,0.08107855,16.06,299.2514286,299.3428571,295.72,302.3,297.7,65.2,81.13,17.14428571,2.085714286,27.04285714,6.1,31.1,21.7,28.9
-1,1996,45,0.048378575,0.05748215,51.59,299.1685714,299.2357143,296.26,301.5,297.5,59.22,84.11142857,17.70142857,2.042857143,26.84285714,6.285714286,31.1,22.2,35.6
-1,1996,46,0.057772618,0.08157857,34.32,298.2457143,298.2142857,295.2657143,299.7,296.8,219.9,83.64,16.67714286,1.8,26.15714286,6.028571429,30,22.2,25
-1,1996,47,0.052697223,0.0578,42.76,298.4771429,298.5571429,295.4385714,300.5,296.8,113.55,83.39714286,16.84285714,1.6,25.87142857,5.6,29.4,22.2,88.3
-1,1996,48,0.137869833,0.1447714,65.18,298.1971429,298.4214286,295.6671429,300.5,296.6,49,86.07142857,17.12857143,2.042857143,25.61428571,4.585714286,28.3,22.8,39.5
-1,1996,49,0.090961908,0.110338115,0,297.6428571,297.6785714,292.9414286,299.7,295.6,20.57,75.29285714,14.45857143,1.9,25.01428571,5.057142857,28.3,21.7,19.6
-1,1996,50,0.1271381,0.1559143,0,297.8271429,297.9785714,292.6628571,300.6,295.2,3.8,73.25285714,14.24571429,2.757142857,24.8,6.571428571,30,20.6,3.1
-1,1996,51,0.171995233,0.1702286,0,296.6357143,296.7714286,292.7871429,299.1,295.6,40.7,79.37285714,14.33285714,1.828571429,24.95714286,4.7,28.9,21.1,25.4
-1,1996,52,0.086703125,0.08421875,0,297.0314286,297.1142857,291.4242857,299,294.5,3.93,71.06285714,13.15285714,2.485714286,24.51428571,5.785714286,27.8,19.4,4
-1,1997,1,0.160765475,0.1629595,0,299.6771429,299.8214286,295.0142857,301.5,297.7,3.24,75.67857143,16.37714286,2.357142857,26.62857143,7.714285714,31.7,21.7,0.5
-1,1997,2,0.198619033,0.1839,0,297.1885714,297.4285714,293.5585714,299.2,295.6,24.14,80.3,14.96714286,2.371428571,24.67142857,5.642857143,27.8,21.1,29
-1,1997,3,0.082089275,0.12544285,0,297.5685714,297.6642857,292.7971429,299.4,296.1,7.79,74.94,14.27857143,2.242857143,24.38571429,6.657142857,28.9,19.4,0.6
-1,1997,4,0.119820243,0.121819035,6.65,297.4857143,297.7428571,293.7871429,300.9,295.2,23.5,80.09285714,15.17428571,3.142857143,24.9,6.428571429,28.9,21.1,2
-1,1997,5,0.075676775,0.07345,66.05,296.7414286,296.8428571,293.5328571,298.9,295.3,81.3,82.38857143,14.89857143,1.828571429,24.62857143,4.685714286,28.3,21.1,58.9
-1,1997,6,0.082385108,0.07906785,53.52,297.27,297.4071429,292.5757143,299.1,295.8,14.3,75.07571429,14.05857143,2.071428571,23.7,6.1,27.8,19.4,49.5
-1,1997,7,0.130964275,0.14934285,24.98,297.12,297.2928571,293.6371429,298.8,295.7,50.58,80.94714286,15.01714286,1.7,24.57142857,5.7,27.8,21.1,25.4
-1,1997,8,0.109347875,0.1130743,0,297.5871429,297.7142857,293.2214286,299.2,296.2,15.14,76.71285714,14.61428571,2.057142857,24.68571429,6.271428571,28.3,21.1,22.9
-1,1997,9,0.120735557,0.15534,0,297.2642857,297.3571429,292.4728571,298.8,295.7,15.1,74.63142857,13.93142857,2.171428571,24.47142857,5.542857143,27.8,21.1,30
-1,1997,10,0.24735715,0.24735715,0,297.2928571,297.3928571,292.41,299,295.5,9.5,74.25571429,13.88571429,2.214285714,24.57142857,4.985714286,27.8,21.1,15.5
-1,1997,11,0.135904767,0.1512429,0,297.1385714,297.35,292.4957143,299.3,295.8,14.3,75.37285714,13.97714286,2.157142857,24.35714286,5.785714286,27.8,21.1,13.8
-1,1997,12,0.194423225,0.1971143,0,297.0785714,297.2214286,292.7671429,299.1,296,17.92,76.90428571,14.22285714,1.9,24.74285714,6.585714286,28.9,21.1,15.2
-1,1997,13,0.160616075,0.16003215,0,297.7214286,297.9214286,292.7585714,300.6,295.7,7,74.11857143,14.22714286,3.442857143,25.31428571,8.071428571,31.1,20.6,1.5
-1,1997,14,0.171,0.1916833,0,297.6928571,297.8571429,292.7757143,299.9,295.5,5.9,74.20571429,14.23142857,2.685714286,25.08571429,7.457142857,29.4,20.6,2.9
-1,1997,15,0.13730625,0.1362982,6.65,296.5957143,296.6357143,291.8428571,300.7,294.3,18.73,74.85,13.49285714,2.385714286,25.35714286,5.614285714,31.1,21.7,0.6
-1,1997,16,0.1321634,0.13004645,0,297.1785714,297.4642857,291.6742857,299.6,295.1,7.5,71.55857143,13.35,2.785714286,25.9,7.928571429,31.7,20,0.8
-1,1997,17,0.121625,0.12062145,0,298.8214286,299.05,294.0985714,301.7,296.7,16.2,75.41714286,15.50142857,3.842857143,27.67142857,9.614285714,34.4,21.1,0
-1,1997,18,0.098954158,0.100108317,5.73,299.2042857,299.3857143,294.82,301.7,296.7,4,76.95285714,16.17,3.457142857,27.77142857,8.271428571,33.9,22.8,0.5
-1,1997,19,0.0677357,0.08277855,0,299.35,299.5071429,294.7271429,301.1,297.8,1.5,75.87857143,16.07857143,2.7,27.92857143,8.428571429,33.9,23.3,0.3
-1,1997,20,0.1059756,0.10970835,33.03,298.85,298.9857143,294.7985714,301.4,297.1,27.3,78.53714286,16.14428571,2.542857143,27.57142857,8.671428571,32.8,22.2,12.6
-1,1997,21,0.111024983,0.102633315,0,299.2414286,299.3857143,294.6614286,301.1,297.8,10.1,75.98285714,15.99714286,2.428571429,27.58571429,7.085714286,32.2,23.9,12.9
-1,1997,22,0.1082482,0.10020355,64.1,299.2814286,299.4357143,295.2628571,301.4,297.7,10.5,78.71142857,16.66,2.671428571,27.31428571,7.028571429,31.7,22.8,30.5
-1,1997,23,0.12279105,0.12565355,118.35,298.9957143,299.0428571,295.9785714,300.6,297.9,41.7,83.48571429,17.36857143,1.971428571,27.27142857,7.071428571,32.8,22.2,31.3
-1,1997,24,0.13730775,0.13370835,0,300.0014286,300.2642857,296.1742857,302.3,298.2,9.9,79.74571429,17.62,2.871428571,28.6,7,32.8,23.9,0.3
-1,1997,25,0.112952393,0.112654785,2.43,300.3671429,300.6,296.4114286,302.6,298,7.8,79.36428571,17.84714286,2.914285714,29.01428571,7.514285714,33.9,23.9,0.5
-1,1997,26,0.104883575,0.10391715,34.69,300.0442857,300.0928571,296.3228571,302,298.4,23.4,80.24571429,17.73285714,2.185714286,28.65714286,6.685714286,32.8,23.9,18.6
-1,1997,27,0.145966668,0.1476143,38.84,300.2957143,300.5142857,296.2385714,302.3,298.3,24.3,78.63857143,17.63571429,2.914285714,28.41428571,6.428571429,32.2,24.4,4.1
-1,1997,28,0.102611883,0.10007855,5.87,300.4885714,300.6428571,296.4157143,302.3,299,21.3,78.62,17.84571429,2.428571429,29.01428571,7.542857143,33.9,23.9,8.7
-1,1997,29,0.069571425,0.08425715,24.42,300.0942857,300.1714286,296.5114286,302.2,298.1,35.4,80.91714286,17.94857143,2.542857143,28.61428571,6.742857143,32.8,24.4,40.9
-1,1997,30,0.052709533,0.1496857,41.34,299.9585714,299.9428571,296.6028571,302.7,298.2,73.74,82.13285714,18.04571429,1.771428571,27.9,6.285714286,31.7,23.3,51.2
-1,1997,31,0.165166075,0.16562145,29.9,300.1171429,300.2142857,296.2157143,302.4,297.8,33.6,79.45428571,17.61714286,2.742857143,27.82857143,6.6,31.7,22.8,16.3
-1,1997,32,0.112721425,0.1061643,19.57,300.2942857,300.4142857,296.7357143,302.5,297.8,28.6,81.10428571,18.18,2.514285714,28.64285714,5.942857143,32.2,25,5.2
-1,1997,33,0.088819933,0.0938875,57.65,299.84,299.9928571,296.5728571,301.9,298.1,42.79,82.39285714,17.98857143,2.471428571,28.28571429,6.614285714,32.8,23.9,53.4
-1,1997,34,0.143378567,0.1446,20.35,299.7614286,299.8,296.6585714,301.8,298.2,45.7,83.28,18.09142857,2.028571429,28.41428571,6.514285714,32.2,24.4,52.3
-1,1997,35,0.136543443,0.138169035,94.72,300.2657143,300.3357143,296.7042857,302.5,298.8,35.9,81.14285714,18.18285714,2.1,27.98571429,6.442857143,32.2,22.8,50
-1,1997,36,0.15128095,0.1447619,8.83,300.1385714,300.1214286,296.8042857,302,298.5,35.9,82.22,18.30857143,2.071428571,28.72857143,6.585714286,32.8,25,17
-1,1997,37,0.124133925,0.1321357,11.47,300.5485714,300.7214286,297.4142857,302.6,298.9,46.4,83.16428571,19.04428571,2.585714286,28.95714286,6.128571429,32.8,24.4,15.8
-1,1997,38,0.0880768,0.1010393,86.14,300.6828571,300.8071429,297.2471429,303.6,299,36.89,81.80857143,18.82857143,2.585714286,28.9,6.671428571,34.4,25,18.1
-1,1997,39,0.126860483,0.13289715,13.18,300.42,300.5142857,296.3857143,302.6,298,39.6,78.78,17.82857143,2.4,28.4,6.742857143,32.2,23.9,25.4
-1,1997,40,0.1404107,0.12809285,46.15,300.1328571,300.2071429,297.2685714,302.6,298.7,39,84.43714286,18.81428571,2.128571429,27.58571429,6.757142857,32.2,21.7,31.2
-1,1997,41,0.071974108,0.093048215,70.29,300.5642857,300.7357143,296.7871429,303.2,298.5,26,80.08428571,18.31,2.642857143,28.5,7.3,33.3,23.3,44.4
-1,1997,42,0.1201375,0.14248335,99.33,299.4785714,299.4357143,296.4357143,302.9,297.6,182,83.57571429,17.92714286,1.842857143,27.35714286,6.428571429,31.1,22.8,6.3
-1,1997,43,0.2678286,0.2916429,80.85,299.6085714,299.8428571,296.3042857,302.3,296.4,27.34,82.23428571,17.81857143,3.342857143,27.7,5.885714286,32.8,23.9,8.7
-1,1997,44,0.2258381,0.2102,0.78,300.3814286,300.55,296.1014286,302.3,298.1,7.27,77.53285714,17.55142857,2.7,28.38571429,5.814285714,32.8,24.4,0
-1,1997,45,0.15105,0.1767429,2.08,300.0314286,300.0928571,295.6957143,301.9,298.6,9.5,77.30714286,17.09571429,2.042857143,27.74285714,6.114285714,31.1,23.9,27.1
-1,1997,46,0.110841075,0.1128607,18.83,299.6871429,299.7928571,295.3457143,302.6,297.9,9,77.16285714,16.76428571,2.242857143,27.34285714,7.4,32.8,22.8,34.6
-1,1997,47,0.0823238,0.1477857,50.55,299.4914286,299.5285714,296.3128571,301.8,298,40.5,82.76571429,17.73857143,1.8,27.32857143,6,31.1,23.9,6.1
-1,1997,48,0.191621425,0.19334285,4.76,299.62,299.7,296.3371429,301.9,297.9,42.9,82.27,17.77142857,2.2,27.25714286,5.671428571,30.6,23.9,81.8
-1,1997,49,0.196071425,0.1890857,3.01,299.4557143,299.5071429,295.5757143,301.3,298.2,14.7,79.39571429,17.00142857,1.871428571,26.67142857,6.614285714,31.7,23.3,39.9
-1,1997,50,0.140695233,0.2314143,0,300.1328571,300.35,295.1528571,302,298.8,0.3,74.28142857,16.53,2.671428571,26.75714286,8.257142857,32.2,21.7,0
-1,1997,51,0.1639857,0.2339,0,299.6385714,299.6642857,294.7957143,301.6,298.1,3.9,74.79571429,16.14571429,2.471428571,26.57142857,7.3,32.2,22.2,1.5
-1,1997,52,0.14530625,0.14456805,22.52,299.2142857,299.2857143,295.3514286,301.7,297.6,16.3,79.47,16.70428571,2.571428571,26.71428571,7.571428571,31.7,22.2,17.3
-1,1998,1,0.07518214,0.06562143,16.555,299.0207143,299.1392857,295.1907143,301.2,297.4,30.35,79.55071429,16.53357143,2.364285714,26.53571429,6.857142857,31.7,22.5,25.3
-1,1998,2,0.110598793,0.092461885,10.59,298.8271429,298.9928571,295.03,300.7,297.2,44.4,79.63142857,16.36285714,2.157142857,26.35714286,6.142857143,31.7,22.8,33.3
-1,1998,3,0.094727675,0.0951732,106.97,297.6128571,297.6857143,294.8528571,300.2,296.4,53.2,84.69428571,16.20857143,1.885714286,24.88571429,5.857142857,29.4,20.6,152.4
-1,1998,4,0.164176775,0.1859,0,298.6114286,298.8,294.51,300.6,296.8,8.4,78.18285714,15.88142857,2.4,25.61428571,6.485714286,29.4,21.1,4.8
-1,1998,5,0.1137116,0.13145355,7.72,298.6942857,298.8571429,294.19,300.6,297,16.3,76.26142857,15.56142857,2.342857143,26.54285714,7.257142857,31.1,22.2,1.3
-1,1998,6,0.03110714,0.02472143,0,298.5785714,298.8071429,293.9714286,301.3,296.6,8.6,75.77714286,15.36142857,3.271428571,26.58571429,8.114285714,31.7,21.1,0
-1,1998,7,0.133091075,0.14728215,142.6,299.0585714,299.25,295.6285714,302.2,296.7,18.5,81.61285714,17.08857143,2.957142857,27.25714286,6.9,32.2,22.8,79.2
-1,1998,8,0.184557133,0.2387,0,297.59,297.8357143,291.9014286,300.2,296.2,3.1,70.70142857,13.51285714,2.242857143,24.41428571,6.085714286,28.9,20,8.7
-1,1998,9,0.159440825,0.15474165,0,298.8928571,299.1285714,294.1142857,300.6,297.8,1.1,75.01571429,15.47714286,2.285714286,26.27142857,7.942857143,31.1,21.1,6.4
-1,1998,10,0.1237643,0.129273815,0,297.6557143,297.7928571,293.5,301.1,295,10.3,77.92428571,14.93571429,2.842857143,25.61428571,7.257142857,32.2,21.1,7
-1,1998,11,0.127133333,0.1391714,0,298.2785714,298.3857143,294.6971429,301.2,295.7,42.78,80.77857143,16.08142857,2.228571429,25.81428571,6.9,32.2,21.1,15.1
-1,1998,12,0.143494058,0.150323815,0,298.1757143,298.3714286,292.9071429,300.4,296.2,0.6,72.64285714,14.36714286,2.514285714,24.88571429,7.014285714,28.9,20.6,27.7
-1,1998,13,0.143255567,0.1685,0,298.5028571,298.6642857,294.0985714,300.7,296.5,21,76.67571429,15.48,2.557142857,26.22857143,6.9,31.1,22.2,16.5
-1,1998,14,0.092785718,0.09747145,72.98,298.0442857,298.1928571,294.6285714,301.1,296.5,41.2,81.40571429,15.99857143,2.528571429,25.71428571,6.2,31.7,21.7,15.5
-1,1998,15,0.078728565,0.08207143,12.01,297.8714286,298.2,294.2157143,300.8,295.6,19,80.19,15.63571429,3,26.02857143,6.357142857,31.7,21.7,10.7
-1,1998,16,0.086657125,0.0949857,0,298.4728571,298.5785714,294.97,300.7,296.5,23.9,81.14571429,16.40285714,2.157142857,26.92857143,6.114285714,33.9,22.2,7.9
-1,1998,17,0.112727368,0.117926185,22.22,297.7357143,297.7928571,293.5428571,299.8,296.2,24.3,77.71285714,15.01428571,2.157142857,25.6,5.857142857,29.4,21.7,73.4
-1,1998,18,0.144728575,0.1568143,71.64,299.5657143,299.8357143,295.8342857,301.5,298.2,11.7,80.07285714,17.23142857,2.357142857,26.87142857,6.9,31.1,22.8,16.3
-1,1998,19,0.124996843,0.1198143,0,299.1328571,299.2928571,294.8271429,301.3,297.7,17.6,77.33142857,16.22142857,2.185714286,26.78571429,6.2,31.1,22.2,6.9
-1,1998,20,0.091544433,0.1003,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.40142857,16.50285714,3.628571429,27.14285714,7.014285714,33.9,22.2,7.1
-1,1998,21,0.092422925,0.09924585,56.4,300.0242857,300.0857143,297.0628571,302.9,297.8,53.7,84.07142857,18.61428571,2.828571429,27.91428571,6.971428571,34.4,23.3,59.1
-1,1998,22,0.1013,0.10174165,15.86,299.8428571,299.9357143,297.02,302.3,298.4,59.4,84.63571429,18.51142857,2.185714286,27.97142857,5.657142857,31.1,24.4,13.8
-1,1998,23,0.075952393,0.096454785,8.19,299.6185714,299.8071429,296.3514286,301.4,298.1,35.8,82.46,17.76571429,2.328571429,27.85714286,6.2,32.2,23.9,10.5
-1,1998,24,0.188621425,0.17903215,86.21,300.7571429,300.8428571,297.4514286,302.7,299.2,20.7,82.30571429,18.99142857,2.428571429,28.42857143,6.985714286,32.8,23.9,38.6
-1,1998,25,0.1267143,0.1240643,49.52,300.5171429,300.5642857,296.4357143,303,298.9,15.4,78.53,17.85428571,2.385714286,28.1,6.528571429,32.8,23.9,23.4
-1,1998,26,0.087801775,0.091075,72.08,299.9442857,299.95,296.9957143,302.3,298.3,71.33,84.02571429,18.47,2.357142857,28.21428571,6.742857143,32.2,23.9,20.6
-1,1998,27,0.1238259,0.12598035,20.06,300.5957143,300.7214286,296.8471429,302.7,299,33.31,80.08571429,18.27857143,2.3,28.61428571,5.857142857,32.2,25,0
-1,1998,28,0.0975018,0.1161643,54.05,300.4528571,300.4357143,296.9242857,302.9,298.5,45.31,81.29,18.39142857,2.3,28.38571429,6.742857143,32.8,22.8,11.7
-1,1998,29,0.05687738,0.05803333,10.42,300.3371429,300.4571429,296.2885714,302.8,298.1,30.86,78.99,17.71571429,2.714285714,28.38571429,7.071428571,33.3,23.9,62.5
-1,1998,30,0.12495,0.13337855,68.74,299.8228571,299.8857143,296.5028571,302.2,298.1,93.68,82.21285714,17.94571429,1.885714286,27.55714286,6.685714286,31.7,23.9,81.9
-1,1998,31,0.19598215,0.1935893,16.03,300.0614286,300.0357143,297.0385714,302,298.5,107.87,83.74285714,18.54714286,2.042857143,28.27142857,5.728571429,31.7,23.9,20.5
-1,1998,32,0.103708618,0.10515535,25.79,300.6628571,300.8857143,297.1271429,303.2,298.6,27.7,81.21714286,18.63142857,2.914285714,28.45714286,6.185714286,32.2,24.4,6.2
-1,1998,33,0.126574993,0.1337,38.44,300.6685714,300.6214286,297.4571429,303.1,298.9,55.9,82.8,19.01571429,2.271428571,29.07142857,6.342857143,32.8,24.4,3.8
-1,1998,34,0.129225,0.13961665,24.34,300.3671429,300.35,297.4671429,303,298.9,63.2,84.20285714,19.01,1.728571429,29.21428571,6.414285714,32.8,25,20.4
-1,1998,35,0.11288095,0.11528335,96.58,300.4685714,300.5785714,297.4014286,303.1,298.7,98.3,83.45,19.02714286,2.671428571,28.04285714,6.828571429,33.9,23.3,146.4
-1,1998,36,0.099254783,0.099838115,47.74,300.6871429,300.7071429,297.3285714,303.4,298.4,52.5,82.19285714,18.90857143,2.9,28.75714286,7.128571429,33.9,22.8,27.4
-1,1998,37,0.101625593,0.098325,72.73,300.1471429,300.2,297.16,302,298.7,73.6,84.00285714,18.72428571,2.028571429,28.32857143,6.842857143,32.2,24.4,61.3
-1,1998,38,0.112354433,0.14148,35.03,300.5871429,300.6071429,297.2757143,303,298.8,33.83,82.33285714,18.84714286,2.185714286,28.72857143,6.985714286,34.4,24.4,39.7
-1,1998,39,0.13399285,0.12876785,82.87,300.13,300.1857143,297.06,302.1,298.8,55.8,83.33142857,18.58142857,1.857142857,27.77142857,6.228571429,32.2,24.4,123.6
-1,1998,40,0.09155,0.10004285,223.61,300.5971429,300.7571429,296.5385714,302.9,298.5,124.4,78.78285714,18.06142857,2.8,27.91428571,6.285714286,32.8,23.9,24.7
-1,1998,41,0.097752367,0.1492,33.26,300.7128571,300.7428571,296.9214286,302.9,298.9,28.3,79.99857143,18.41857143,2.342857143,28.25714286,5.5,31.7,24.4,25
-1,1998,42,0.13555,0.1386857,25.94,300.7957143,300.8571429,296.6128571,302.9,299.3,18.5,78.09857143,18.09142857,2.685714286,27.75714286,6.314285714,31.7,23.3,15.5
-1,1998,43,0.124866675,0.1406,32.09,300.2471429,300.2357143,296.9,301.9,298.8,36.5,82.03857143,18.41,2.128571429,28.15714286,6.928571429,33.9,23.9,26.7
-1,1998,44,0.023914293,0.028264285,182.46,299.8485714,299.9857143,296.8671429,302.1,297.7,92.4,83.86571429,18.37571429,2.085714286,27.71428571,6.128571429,32.8,23.3,54.6
-1,1998,45,0.129592867,0.1698,121.65,299.6528571,299.6928571,296.9428571,301.7,298.5,89.5,85.12,18.48428571,1.785714286,27.42857143,6.457142857,31.1,23.3,81.5
-1,1998,46,0.057719057,0.051104764,18.07,300.0028571,300.05,296.42,302.4,297.9,36.1,80.91428571,17.86857143,2.071428571,27.78571429,6.671428571,32.8,23.3,8.7
-1,1998,47,0.2351786,0.2351786,110.03,298.6757143,298.6571429,296.1828571,300.3,297.3,143.4,86.21428571,17.62714286,1.485714286,26.72857143,6.214285714,30.6,23.3,71.3
-1,1998,48,0.1072125,0.10625355,0,299.2328571,299.3214286,295.4928571,301.4,297.4,57.1,80.02142857,16.86714286,2.014285714,26.55714286,5.685714286,30,22.8,29.8
-1,1998,49,0.061092855,0.0612,22.35,298.3014286,298.2571429,295.1728571,300.4,296.5,115.77,83.02428571,16.58714286,1.885714286,25.64285714,5.942857143,29.4,22.2,48.2
-1,1998,50,0.112711908,0.11745715,152.94,298.0942857,298.15,295.54,299.8,297.1,158.72,85.91142857,16.96571429,1.357142857,25.81428571,5.014285714,28.9,22.8,97.6
-1,1998,51,0.059028858,0.043945215,16.76,299.0428571,299.1,295.0328571,300.9,297.6,10.2,78.66857143,16.40857143,1.971428571,26.07142857,5.542857143,31.1,22.8,18.9
-1,1998,52,0.046238543,0.079377085,0,299.2828571,299.4357143,295.2157143,301.4,298,12.8,78.41857143,16.56428571,2.128571429,25.92857143,6.042857143,30,22.2,29.7
-1,1999,53,0.067205388,0.121396893,22.695,298.9914286,299.125,295.1564286,301.05,297.65,15.26,79.50785714,16.50857143,2.278571429,25.75,5.757142857,29.45,22.2,22.95
-1,1999,1,0.088172233,0.1634167,45.39,298.7,298.8142857,295.0971429,300.7,297.3,17.72,80.59714286,16.45285714,2.428571429,25.57142857,5.471428571,28.9,22.2,16.2
-1,1999,2,0.037173218,0.053604785,0,298.4828571,298.55,294.12,300.1,297.4,12.6,76.95428571,15.49285714,1.671428571,25.07142857,5.728571429,28.3,20,20.6
-1,1999,3,0.047223225,0.03894645,47.16,297.8614286,297.9714286,294.4085714,300,296.1,20.62,81.31,15.76857143,2.2,24.98571429,6.885714286,30,21.1,27.2
-1,1999,4,0.0668018,0.09705715,0,297.4428571,297.5714286,293.7014286,299.1,295.8,40.75,79.67142857,15.07285714,1.771428571,24.88571429,6.414285714,28.3,21.1,8.6
-1,1999,5,0.1476262,0.1739286,0,296.7728571,296.7571429,290.9557143,299.3,294.5,14.9,70.19857143,12.74142857,2,24.17142857,5.642857143,27.8,19.4,18
-1,1999,6,0.168142867,0.2092,0,296.6685714,296.7857143,290.5528571,298.9,295.3,4.7,68.64142857,12.36571429,1.914285714,23.4,7.385714286,27.8,17.8,2.9
-1,1999,7,0.105539275,0.10412855,18.66,297.2185714,297.4428571,292.73,299.4,295.5,18.64,76.24571429,14.22571429,2.571428571,24.32857143,7.514285714,29.4,19.4,24.8
-1,1999,8,0.11775535,0.1262607,23.9,295.9385714,296.1142857,290.6342857,299.7,293.7,8.7,72.25142857,12.49285714,2.714285714,24.04285714,6.9,28.9,18.9,0
-1,1999,9,0.086554183,0.099700015,0,297.5428571,297.6785714,293.3114286,299.7,295.3,8.3,77.42714286,14.73,2.785714286,25,7.428571429,29.4,20.6,40.1
-1,1999,10,0.090436325,0.10227085,0,297.8828571,298.0714286,292.4214286,299.7,296,0.4,71.69142857,13.93571429,2.485714286,24.95714286,7.514285714,29.4,20.6,0
-1,1999,11,0.117066075,0.1487857,5.5,297.5428571,297.8,292.7642857,300,295.8,5.5,74.80428571,14.24428571,3,24.88571429,7.342857143,31.1,20.6,8.4
-1,1999,12,0.137297608,0.15902855,5.24,298.2228571,298.45,293.23,300.5,296.3,3.1,73.94,14.67142857,2.842857143,25.67142857,7.671428571,30.6,21.1,0
-1,1999,13,0.06258095,0.09557855,15.91,298.3085714,298.4142857,294.3771429,300.4,296.1,8.9,78.91,15.73285714,2.314285714,25.74285714,6.9,30.6,21.7,7.9
-1,1999,14,0.137511933,0.2009429,18.76,297.9757143,298.0928571,293.2728571,300.1,295.7,16.2,75.38857143,14.74571429,2.585714286,25.61428571,6.028571429,29.4,21.1,30.8
-1,1999,15,0.067374998,0.066307145,75.59,297.4814286,297.6428571,292.4057143,301,295.2,12.76,73.64142857,13.97428571,3.6,25.38571429,6.671428571,30,21.1,19.8
-1,1999,16,0.10818035,0.10114285,0,299.2542857,299.4571429,294.5242857,301.4,296.7,2,75.39,15.86857143,3.2,26.91428571,7.485714286,32.2,22.8,9.2
-1,1999,17,0.108170825,0.105225,10.2,299.0357143,299.15,294.2014286,301,297.2,5.35,74.79857143,15.56142857,2.728571429,26.68571429,7.385714286,31.7,22.2,4.1
-1,1999,18,0.118538118,0.11807145,88.2,299.4314286,299.5,295.4157143,301.8,298,13.3,78.68285714,16.79571429,2.085714286,28.22857143,9.214285714,33.9,22.2,0.5
-1,1999,19,0.073106667,0.0804,46.5,299.0985714,299.1214286,294.5728571,301,297.2,14.28,76.30857143,15.96714286,2.585714286,26.95714286,7.628571429,32.8,21.7,73.1
-1,1999,20,0.151431723,0.1691571,33.82,299.7757143,299.9357143,295.2685714,302.6,297,22.1,76.59857143,16.65142857,3.185714286,27.82857143,7.328571429,33.3,23.3,14.3
-1,1999,21,0.1425905,0.1713286,15.26,300.0528571,300.1642857,296.2142857,302.4,298.6,18.64,79.71714286,17.63857143,2.214285714,28.38571429,6.742857143,33.3,24.4,8.2
-1,1999,22,0.059745825,0.0654,2.16,300.5871429,300.6714286,296.2357143,302.7,298.4,6.6,77.37142857,17.64428571,3.257142857,28.41428571,6.571428571,33.3,23.9,5.9
-1,1999,23,0.063041665,0.061066665,100.35,300.0257143,299.9785714,296.43,302,298.3,24.8,80.75428571,17.85428571,2.5,27.91428571,7.557142857,33.9,22.8,56.8
-1,1999,24,0.093833323,0.09545,115.14,300.3514286,300.3785714,296.54,302.3,298.7,30.1,79.75,17.98285714,2.385714286,27.7,6.842857143,31.7,23.9,17.6
-1,1999,25,0.075366667,0.0755,96.93,299.3671429,299.3142857,296.4157143,301.6,297.9,81.61,83.96142857,17.84428571,1.942857143,27.21428571,5.885714286,31.1,22.8,60.6
-1,1999,26,0.119428567,0.1307143,17.32,300.1485714,300.2571429,296.6228571,302.4,298.3,25.74,81.25,18.05142857,2.342857143,28.44285714,5.328571429,31.7,25,5.4
-1,1999,27,0.136594035,0.138176185,73.3,299.5042857,299.5357143,295.92,301.4,297.8,55.1,80.79857143,17.29571429,2.357142857,27.4,5.728571429,31.1,22.8,36.6
-1,1999,28,0.088537925,0.0825425,29.53,299.79,299.8357143,296.3942857,302.4,297.5,58.2,81.84714286,17.80428571,2.5,27.27142857,6.671428571,32.8,23.3,17.5
-1,1999,29,0.141735725,0.1552143,96.36,299.85,299.8571429,296.8614286,301.9,298.5,66.52,83.91857143,18.32285714,2,26.7,5.471428571,31.1,21.7,56.2
-1,1999,30,0.14404285,0.13367855,8.53,300.0642857,300.15,296.4742857,302.6,298,32.44,80.96857143,17.90285714,2.471428571,28.1,6.528571429,32.8,23.9,19.9
-1,1999,31,0.0699152,0.09173395,22.01,300.4985714,300.4857143,297.0471429,302.8,298.8,29.35,81.67285714,18.55714286,2.428571429,28.37142857,6.271428571,32.8,22.8,18.8
-1,1999,32,0.165145233,0.1689143,44.23,299.97,300.0071429,296.7428571,302.6,298.4,61.7,82.64571429,18.21285714,1.842857143,28.08571429,6.357142857,31.7,23.9,26.7
-1,1999,33,0.111808925,0.11989285,31.78,300.3271429,300.2857143,296.8571429,302.4,298.9,46.2,81.38714286,18.33285714,2.028571429,28.37142857,6.357142857,31.7,25,10
-1,1999,34,0.086014275,0.09490355,133.65,300.2271429,300.2857143,296.86,302.8,298.7,61.8,81.99857143,18.36,2.142857143,27.85714286,6.842857143,33.9,23.9,78.5
